X,Y,U,V
-2.16e+006,7.68e+006,-4.41579e-009,1.57902e-008
-2.16e+006,7.92e+006,-4.1721e-009,1.53777e-008
-2.16e+006,8.16e+006,-3.94771e-009,1.49847e-008
-2.16e+006,8.4e+006,-3.74061e-009,1.461e-008
-2.16e+006,8.64e+006,-3.54906e-009,1.42523e-008
-2.16e+006,8.88e+006,-3.37156e-009,1.39106e-008
-2.16e+006,9.12e+006,-3.20677e-009,1.35839e-008
-2.16e+006,9.36e+006,-3.05353e-009,1.32714e-008
-2.16e+006,9.6e+006,-2.91081e-009,1.29721e-008
-2.16e+006,9.84e+006,-2.77768e-009,1.26853e-008
-2.16e+006,1.008e+007,-2.65331e-009,1.24102e-008
-2.16e+006,1.032e+007,-2.53696e-009,1.21463e-008
-2.16e+006,1.056e+007,-2.42798e-009,1.18928e-008
-2.16e+006,1.08e+007,-2.32576e-009,1.16493e-008
-2.16e+006,1.104e+007,-2.22976e-009,1.1415e-008
-2.16e+006,1.128e+007,-2.13951e-009,1.11897e-008
-2.16e+006,1.152e+007,-2.05454e-009,1.09727e-008
-2.16e+006,1.176e+007,-1.97448e-009,1.07637e-008
-1.92e+006,-1.2e+007,-1.69904e-009,-1.06319e-008
-1.92e+006,-1.176e+007,-1.76708e-009,-1.08376e-008
-1.92e+006,-1.152e+007,-1.83923e-009,-1.10511e-008
-1.92e+006,-1.128e+007,-1.91584e-009,-1.1273e-008
-1.92e+006,-1.104e+007,-1.99727e-009,-1.15036e-008
-1.92e+006,-1.08e+007,-2.08393e-009,-1.17435e-008
-1.92e+006,-1.056e+007,-2.17627e-009,-1.19933e-008
-1.92e+006,-1.032e+007,-2.27478e-009,-1.22535e-008
-1.92e+006,-1.008e+007,-2.38002e-009,-1.25248e-008
-1.92e+006,-9.84e+006,-2.49261e-009,-1.28079e-008
-1.92e+006,-9.6e+006,-2.61322e-009,-1.31035e-008
-1.92e+006,-9.36e+006,-2.74263e-009,-1.34124e-008
-1.92e+006,-9.12e+006,-2.88168e-009,-1.37355e-008
-1.92e+006,-8.88e+006,-3.03135e-009,-1.40739e-008
-1.92e+006,-8.64e+006,-3.19272e-009,-1.44284e-008
-1.92e+006,-8.4e+006,-3.36701e-009,-1.48002e-008
-1.92e+006,-8.16e+006,-3.55563e-009,-1.51908e-008
-1.92e+006,-7.92e+006,-3.76018e-009,-1.56013e-008
-1.92e+006,-7.68e+006,-3.98252e-009,-1.60335e-008
-1.92e+006,-7.44e+006,-4.22486e-009,-1.64891e-008
-1.92e+006,-7.2e+006,-4.48989e-009,-1.69702e-008
-1.92e+006,-6.96e+006,-4.78108e-009,-1.74795e-008
-1.92e+006,-6.72e+006,-5.10328e-009,-1.80199e-008
-1.92e+006,-6.48e+006,-5.46413e-009,-1.85949e-008
-1.92e+006,-6.24e+006,-5.878e-009,-1.92069e-008
-1.92e+006,-6e+006,-6.37636e-009,-1.98383e-008
-1.92e+006,-5.76e+006,-6.89723e-009,-2.03342e-008
-1.92e+006,-5.52e+006,-6.99317e-009,-2.00684e-008
-1.92e+006,-5.28e+006,-6.98475e-009,-1.92033e-008
-1.92e+006,-5.04e+006,-6.96595e-009,-1.83547e-008
-1.92e+006,-4.8e+006,-6.9534e-009,-1.74912e-008
-1.92e+006,-4.56e+006,-6.94726e-009,-1.66193e-008
-1.92e+006,-4.32e+006,-6.94546e-009,-1.57434e-008
-1.92e+006,-4.08e+006,-6.94651e-009,-1.48657e-008
-1.92e+006,-3.84e+006,-6.94932e-009,-1.39876e-008
-1.92e+006,-3.6e+006,-6.95316e-009,-1.31096e-008
-1.92e+006,-3.36e+006,-6.9575e-009,-1.22322e-008
-1.92e+006,-3.12e+006,-6.96199e-009,-1.13555e-008
-1.92e+006,-2.88e+006,-6.96641e-009,-1.04795e-008
-1.92e+006,-2.64e+006,-6.9706e-009,-9.6041e-009
-1.92e+006,-2.4e+006,-6.97449e-009,-8.72931e-009
-1.92e+006,-2.16e+006,-6.97803e-009,-7.85502e-009
-1.92e+006,-1.92e+006,-6.98119e-009,-6.98119e-009
-1.92e+006,-1.68e+006,-6.98397e-009,-6.10773e-009
-1.92e+006,-1.44e+006,-6.98637e-009,-5.2346e-009
-1.92e+006,-1.2e+006,-6.9884e-009,-4.36175e-009
-1.92e+006,-960000,-6.99006e-009,-3.48912e-009
-1.92e+006,-720000,-6.99136e-009,-2.61668e-009
-1.92e+006,-480000,-6.99228e-009,-1.74437e-009
-1.92e+006,-240000,-6.99284e-009,-8.72162e-010
-1.92e+006,0,-6.99303e-009,-8.42101e-026
-1.92e+006,240000,-6.99284e-009,8.72162e-010
-1.92e+006,480000,-6.99228e-009,1.74437e-009
-1.92e+006,720000,-6.99136e-009,2.61668e-009
-1.92e+006,960000,-6.99006e-009,3.48912e-009
-1.92e+006,1.2e+006,-6.9884e-009,4.36175e-009
-1.92e+006,1.44e+006,-6.98637e-009,5.2346e-009
-1.92e+006,1.68e+006,-6.98397e-009,6.10773e-009
-1.92e+006,1.92e+006,-6.98119e-009,6.98119e-009
-1.92e+006,2.16e+006,-6.97803e-009,7.85502e-009
-1.92e+006,2.4e+006,-6.97449e-009,8.72931e-009
-1.92e+006,2.64e+006,-6.9706e-009,9.6041e-009
-1.92e+006,2.88e+006,-6.96641e-009,1.04795e-008
-1.92e+006,3.12e+006,-6.96199e-009,1.13555e-008
-1.92e+006,3.36e+006,-6.9575e-009,1.22322e-008
-1.92e+006,3.6e+006,-6.95316e-009,1.31096e-008
-1.92e+006,3.84e+006,-6.94932e-009,1.39876e-008
-1.92e+006,4.08e+006,-6.94651e-009,1.48657e-008
-1.92e+006,4.32e+006,-6.94546e-009,1.57434e-008
-1.92e+006,4.56e+006,-6.94726e-009,1.66193e-008
-1.92e+006,4.8e+006,-6.9534e-009,1.74912e-008
-1.92e+006,5.04e+006,-6.96595e-009,1.83547e-008
-1.92e+006,5.28e+006,-6.98475e-009,1.92033e-008
-1.92e+006,5.52e+006,-6.99317e-009,2.00684e-008
-1.92e+006,5.76e+006,-6.89723e-009,2.03342e-008
-1.92e+006,6e+006,-6.37636e-009,1.98383e-008
-1.92e+006,6.24e+006,-5.878e-009,1.92069e-008
-1.92e+006,6.48e+006,-5.46413e-009,1.85949e-008
-1.92e+006,6.72e+006,-5.10328e-009,1.80199e-008
-1.92e+006,6.96e+006,-4.78108e-009,1.74795e-008
-1.92e+006,7.2e+006,-4.48989e-009,1.69702e-008
-1.92e+006,7.44e+006,-4.22486e-009,1.64891e-008
-1.92e+006,7.68e+006,-3.98252e-009,1.60335e-008
-1.92e+006,7.92e+006,-3.76018e-009,1.56013e-008
-1.92e+006,8.16e+006,-3.55563e-009,1.51908e-008
-1.92e+006,8.4e+006,-3.36701e-009,1.48002e-008
-1.92e+006,8.64e+006,-3.19272e-009,1.44284e-008
-1.92e+006,8.88e+006,-3.03135e-009,1.40739e-008
-1.92e+006,9.12e+006,-2.88168e-009,1.37355e-008
-1.92e+006,9.36e+006,-2.74263e-009,1.34124e-008
-1.92e+006,9.6e+006,-2.61322e-009,1.31035e-008
-1.92e+006,9.84e+006,-2.49261e-009,1.28079e-008
-1.92e+006,1.008e+007,-2.38002e-009,1.25248e-008
-1.92e+006,1.032e+007,-2.27478e-009,1.22535e-008
-1.92e+006,1.056e+007,-2.17627e-009,1.19933e-008
-1.92e+006,1.08e+007,-2.08393e-009,1.17435e-008
-1.92e+006,1.104e+007,-1.99727e-009,1.15036e-008
-1.92e+006,1.128e+007,-1.91584e-009,1.1273e-008
-1.92e+006,1.152e+007,-1.83923e-009,1.10511e-008
-1.92e+006,1.176e+007,-1.76708e-009,1.08376e-008
-1.68e+006,-1.2e+007,-1.49532e-009,-1.06942e-008
-1.68e+006,-1.176e+007,-1.55556e-009,-1.09037e-008
-1.68e+006,-1.152e+007,-1.61947e-009,-1.11212e-008
-1.68e+006,-1.128e+007,-1.68736e-009,-1.13475e-008
-1.68e+006,-1.104e+007,-1.75956e-009,-1.15829e-008
-1.68e+006,-1.08e+007,-1.83644e-009,-1.18279e-008
-1.68e+006,-1.056e+007,-1.9184e-009,-1.20833e-008
-1.68e+006,-1.032e+007,-2.00589e-009,-1.23497e-008
-1.68e+006,-1.008e+007,-2.09941e-009,-1.26276e-008
-1.68e+006,-9.84e+006,-2.19953e-009,-1.2918e-008
-1.68e+006,-9.6e+006,-2.30685e-009,-1.32216e-008
-1.68e+006,-9.36e+006,-2.42208e-009,-1.35392e-008
-1.68e+006,-9.12e+006,-2.546e-009,-1.3872e-008
-1.68e+006,-8.88e+006,-2.67947e-009,-1.42209e-008
-1.68e+006,-8.64e+006,-2.82347e-009,-1.45871e-008
-1.68e+006,-8.4e+006,-2.97912e-009,-1.49719e-008
-1.68e+006,-8.16e+006,-3.14766e-009,-1.53768e-008
-1.68e+006,-7.92e+006,-3.33052e-009,-1.58033e-008
-1.68e+006,-7.68e+006,-3.52933e-009,-1.62533e-008
-1.68e+006,-7.44e+006,-3.74596e-009,-1.6729e-008
-1.68e+006,-7.2e+006,-3.98264e-009,-1.7233e-008
-1.68e+006,-6.96e+006,-4.24208e-009,-1.77687e-008
-1.68e+006,-6.72e+006,-4.5279e-009,-1.83408e-008
-1.68e+006,-6.48e+006,-4.84568e-009,-1.89569e-008
-1.68e+006,-6.24e+006,-5.20619e-009,-1.9631e-008
-1.68e+006,-6e+006,-5.63535e-009,-2.04093e-008
-1.68e+006,-5.76e+006,-6.06921e-009,-2.06084e-008
-1.68e+006,-5.52e+006,-6.09312e-009,-1.99942e-008
-1.68e+006,-5.28e+006,-6.07555e-009,-1.9189e-008
-1.68e+006,-5.04e+006,-6.07312e-009,-1.83459e-008
-1.68e+006,-4.8e+006,-6.07242e-009,-1.74865e-008
-1.68e+006,-4.56e+006,-6.07275e-009,-1.66179e-008
-1.68e+006,-4.32e+006,-6.07418e-009,-1.57442e-008
-1.68e+006,-4.08e+006,-6.07661e-009,-1.48681e-008
-1.68e+006,-3.84e+006,-6.07976e-009,-1.3991e-008
-1.68e+006,-3.6e+006,-6.08338e-009,-1.31136e-008
-1.68e+006,-3.36e+006,-6.08724e-009,-1.22364e-008
-1.68e+006,-3.12e+006,-6.09114e-009,-1.13597e-008
-1.68e+006,-2.88e+006,-6.09494e-009,-1.04835e-008
-1.68e+006,-2.64e+006,-6.09856e-009,-9.60787e-009
-1.68e+006,-2.4e+006,-6.10192e-009,-8.73277e-009
-1.68e+006,-2.16e+006,-6.10498e-009,-7.85815e-009
-1.68e+006,-1.92e+006,-6.10773e-009,-6.98397e-009
-1.68e+006,-1.68e+006,-6.11016e-009,-6.11016e-009
-1.68e+006,-1.44e+006,-6.11227e-009,-5.23668e-009
-1.68e+006,-1.2e+006,-6.11404e-009,-4.36348e-009
-1.68e+006,-960000,-6.1155e-009,-3.49051e-009
-1.68e+006,-720000,-6.11663e-009,-2.61772e-009
-1.68e+006,-480000,-6.11744e-009,-1.74507e-009
-1.68e+006,-240000,-6.11793e-009,-8.7251e-010
-1.68e+006,0,-6.11809e-009,1.34592e-026
-1.68e+006,240000,-6.11793e-009,8.7251e-010
-1.68e+006,480000,-6.11744e-009,1.74507e-009
-1.68e+006,720000,-6.11663e-009,2.61772e-009
-1.68e+006,960000,-6.1155e-009,3.49051e-009
-1.68e+006,1.2e+006,-6.11404e-009,4.36348e-009
-1.68e+006,1.44e+006,-6.11227e-009,5.23668e-009
-1.68e+006,1.68e+006,-6.11016e-009,6.11016e-009
-1.68e+006,1.92e+006,-6.10773e-009,6.98397e-009
-1.68e+006,2.16e+006,-6.10498e-009,7.85815e-009
-1.68e+006,2.4e+006,-6.10192e-009,8.73277e-009
-1.68e+006,2.64e+006,-6.09856e-009,9.60787e-009
-1.68e+006,2.88e+006,-6.09494e-009,1.04835e-008
-1.68e+006,3.12e+006,-6.09114e-009,1.13597e-008
-1.68e+006,3.36e+006,-6.08724e-009,1.22364e-008
-1.68e+006,3.6e+006,-6.08338e-009,1.31136e-008
-1.68e+006,3.84e+006,-6.07976e-009,1.3991e-008
-1.68e+006,4.08e+006,-6.07661e-009,1.48681e-008
-1.68e+006,4.32e+006,-6.07418e-009,1.57442e-008
-1.68e+006,4.56e+006,-6.07275e-009,1.66179e-008
-1.68e+006,4.8e+006,-6.07242e-009,1.74865e-008
-1.68e+006,5.04e+006,-6.07312e-009,1.83459e-008
-1.68e+006,5.28e+006,-6.07555e-009,1.9189e-008
-1.68e+006,5.52e+006,-6.09312e-009,1.99942e-008
-1.68e+006,5.76e+006,-6.06921e-009,2.06084e-008
-1.68e+006,6e+006,-5.63535e-009,2.04093e-008
-1.68e+006,6.24e+006,-5.20619e-009,1.9631e-008
-1.68e+006,6.48e+006,-4.84568e-009,1.89569e-008
-1.68e+006,6.72e+006,-4.5279e-009,1.83408e-008
-1.68e+006,6.96e+006,-4.24208e-009,1.77687e-008
-1.68e+006,7.2e+006,-3.98264e-009,1.7233e-008
-1.68e+006,7.44e+006,-3.74596e-009,1.6729e-008
-1.68e+006,7.68e+006,-3.52933e-009,1.62533e-008
-1.68e+006,7.92e+006,-3.33052e-009,1.58033e-008
-1.68e+006,8.16e+006,-3.14766e-009,1.53768e-008
-1.68e+006,8.4e+006,-2.97912e-009,1.49719e-008
-1.68e+006,8.64e+006,-2.82347e-009,1.45871e-008
-1.68e+006,8.88e+006,-2.67947e-009,1.42209e-008
-1.68e+006,9.12e+006,-2.546e-009,1.3872e-008
-1.68e+006,9.36e+006,-2.42208e-009,1.35392e-008
-1.68e+006,9.6e+006,-2.30685e-009,1.32216e-008
-1.68e+006,9.84e+006,-2.19953e-009,1.2918e-008
-1.68e+006,1.008e+007,-2.09941e-009,1.26276e-008
-1.68e+006,1.032e+007,-2.00589e-009,1.23497e-008
-1.68e+006,1.056e+007,-1.9184e-009,1.20833e-008
-1.68e+006,1.08e+007,-1.83644e-009,1.18279e-008
-1.68e+006,1.104e+007,-1.75956e-009,1.15829e-008
-1.68e+006,1.128e+007,-1.68736e-009,1.13475e-008
-1.68e+006,1.152e+007,-1.61947e-009,1.11212e-008
-1.68e+006,1.176e+007,-1.55556e-009,1.09037e-008
-1.44e+006,-1.2e+007,-1.28821e-009,-1.07488e-008
-1.44e+006,-1.176e+007,-1.34038e-009,-1.09615e-008
-1.44e+006,-1.152e+007,-1.39574e-009,-1.11827e-008
-1.44e+006,-1.128e+007,-1.45458e-009,-1.14128e-008
-1.44e+006,-1.104e+007,-1.51718e-009,-1.16524e-008
-1.44e+006,-1.08e+007,-1.58387e-009,-1.19021e-008
-1.44e+006,-1.056e+007,-1.655e-009,-1.21624e-008
-1.44e+006,-1.032e+007,-1.73097e-009,-1.24342e-008
-1.44e+006,-1.008e+007,-1.81222e-009,-1.27181e-008
-1.44e+006,-9.84e+006,-1.89924e-009,-1.30149e-008
-1.44e+006,-9.6e+006,-1.99259e-009,-1.33256e-008
-1.44e+006,-9.36e+006,-2.09287e-009,-1.3651e-008
-1.44e+006,-9.12e+006,-2.20078e-009,-1.39923e-008
-1.44e+006,-8.88e+006,-2.31707e-009,-1.43506e-008
-1.44e+006,-8.64e+006,-2.4426e-009,-1.47272e-008
-1.44e+006,-8.4e+006,-2.57835e-009,-1.51235e-008
-1.44e+006,-8.16e+006,-2.7254e-009,-1.55411e-008
-1.44e+006,-7.92e+006,-2.88495e-009,-1.59818e-008
-1.44e+006,-7.68e+006,-3.05836e-009,-1.64476e-008
-1.44e+006,-7.44e+006,-3.2471e-009,-1.69408e-008
-1.44e+006,-7.2e+006,-3.45276e-009,-1.74643e-008
-1.44e+006,-6.96e+006,-3.67698e-009,-1.80219e-008
-1.44e+006,-6.72e+006,-3.92127e-009,-1.86188e-008
-1.44e+006,-6.48e+006,-4.18663e-009,-1.92635e-008
-1.44e+006,-6.24e+006,-4.47168e-009,-1.99713e-008
-1.44e+006,-6e+006,-4.76253e-009,-2.07736e-008
-1.44e+006,-5.76e+006,-4.99984e-009,-2.08131e-008
-1.44e+006,-5.52e+006,-5.11674e-009,-2.00212e-008
-1.44e+006,-5.28e+006,-5.15987e-009,-1.92005e-008
-1.44e+006,-5.04e+006,-5.1796e-009,-1.83525e-008
-1.44e+006,-4.8e+006,-5.19039e-009,-1.74906e-008
-1.44e+006,-4.56e+006,-5.19707e-009,-1.66211e-008
-1.44e+006,-4.32e+006,-5.20191e-009,-1.57474e-008
-1.44e+006,-4.08e+006,-5.20597e-009,-1.48715e-008
-1.44e+006,-3.84e+006,-5.20974e-009,-1.39945e-008
-1.44e+006,-3.6e+006,-5.21338e-009,-1.31172e-008
-1.44e+006,-3.36e+006,-5.21694e-009,-1.22401e-008
-1.44e+006,-3.12e+006,-5.22038e-009,-1.13633e-008
-1.44e+006,-2.88e+006,-5.22367e-009,-1.0487e-008
-1.44e+006,-2.64e+006,-5.22677e-009,-9.61111e-009
-1.44e+006,-2.4e+006,-5.22964e-009,-8.73575e-009
-1.44e+006,-2.16e+006,-5.23225e-009,-7.86085e-009
-1.44e+006,-1.92e+006,-5.2346e-009,-6.98637e-009
-1.44e+006,-1.68e+006,-5.23668e-009,-6.11227e-009
-1.44e+006,-1.44e+006,-5.23848e-009,-5.23848e-009
-1.44e+006,-1.2e+006,-5.24001e-009,-4.36498e-009
-1.44e+006,-960000,-5.24126e-009,-3.49171e-009
-1.44e+006,-720000,-5.24223e-009,-2.61862e-009
-1.44e+006,-480000,-5.24292e-009,-1.74567e-009
-1.44e+006,-240000,-5.24334e-009,-8.72811e-010
-1.44e+006,0,-5.24347e-009,-1.71108e-025
-1.44e+006,240000,-5.24334e-009,8.72811e-010
-1.44e+006,480000,-5.24292e-009,1.74567e-009
-1.44e+006,720000,-5.24223e-009,2.61862e-009
-1.44e+006,960000,-5.24126e-009,3.49171e-009
-1.44e+006,1.2e+006,-5.24001e-009,4.36498e-009
-1.44e+006,1.44e+006,-5.23848e-009,5.23848e-009
-1.44e+006,1.68e+006,-5.23668e-009,6.11227e-009
-1.44e+006,1.92e+006,-5.2346e-009,6.98637e-009
-1.44e+006,2.16e+006,-5.23225e-009,7.86085e-009
-1.44e+006,2.4e+006,-5.22964e-009,8.73575e-009
-1.44e+006,2.64e+006,-5.22677e-009,9.61111e-009
-1.44e+006,2.88e+006,-5.22367e-009,1.0487e-008
-1.44e+006,3.12e+006,-5.22038e-009,1.13633e-008
-1.44e+006,3.36e+006,-5.21694e-009,1.22401e-008
-1.44e+006,3.6e+006,-5.21338e-009,1.31172e-008
-1.44e+006,3.84e+006,-5.20974e-009,1.39945e-008
-1.44e+006,4.08e+006,-5.20597e-009,1.48715e-008
-1.44e+006,4.32e+006,-5.20191e-009,1.57474e-008
-1.44e+006,4.56e+006,-5.19707e-009,1.66211e-008
-1.44e+006,4.8e+006,-5.19039e-009,1.74906e-008
-1.44e+006,5.04e+006,-5.1796e-009,1.83525e-008
-1.44e+006,5.28e+006,-5.15987e-009,1.92005e-008
-1.44e+006,5.52e+006,-5.11674e-009,2.00212e-008
-1.44e+006,5.76e+006,-4.99984e-009,2.08131e-008
-1.44e+006,6e+006,-4.76253e-009,2.07736e-008
-1.44e+006,6.24e+006,-4.47168e-009,1.99713e-008
-1.44e+006,6.48e+006,-4.18663e-009,1.92635e-008
-1.44e+006,6.72e+006,-3.92127e-009,1.86188e-008
-1.44e+006,6.96e+006,-3.67698e-009,1.80219e-008
-1.44e+006,7.2e+006,-3.45276e-009,1.74643e-008
-1.44e+006,7.44e+006,-3.2471e-009,1.69408e-008
-1.44e+006,7.68e+006,-3.05836e-009,1.64476e-008
-1.44e+006,7.92e+006,-2.88495e-009,1.59818e-008
-1.44e+006,8.16e+006,-2.7254e-009,1.55411e-008
-1.44e+006,8.4e+006,-2.57835e-009,1.51235e-008
-1.44e+006,8.64e+006,-2.4426e-009,1.47272e-008
-1.44e+006,8.88e+006,-2.31707e-009,1.43506e-008
-1.44e+006,9.12e+006,-2.20078e-009,1.39923e-008
-1.44e+006,9.36e+006,-2.09287e-009,1.3651e-008
-1.44e+006,9.6e+006,-1.99259e-009,1.33256e-008
-1.44e+006,9.84e+006,-1.89924e-009,1.30149e-008
-1.44e+006,1.008e+007,-1.81222e-009,1.27181e-008
-1.44e+006,1.032e+007,-1.73097e-009,1.24342e-008
-1.44e+006,1.056e+007,-1.655e-009,1.21624e-008
-1.44e+006,1.08e+007,-1.58387e-009,1.19021e-008
-1.44e+006,1.104e+007,-1.51718e-009,1.16524e-008
-1.44e+006,1.128e+007,-1.45458e-009,1.14128e-008
-1.44e+006,1.152e+007,-1.39574e-009,1.11827e-008
-1.44e+006,1.176e+007,-1.34038e-009,1.09615e-008
-1.2e+006,-1.2e+007,-1.07814e-009,-1.07954e-008
-1.2e+006,-1.176e+007,-1.12199e-009,-1.1011e-008
-1.2e+006,-1.152e+007,-1.16855e-009,-1.12353e-008
-1.2e+006,-1.128e+007,-1.21804e-009,-1.14687e-008
-1.2e+006,-1.104e+007,-1.27072e-009,-1.17119e-008
-1.2e+006,-1.08e+007,-1.32686e-009,-1.19655e-008
-1.2e+006,-1.056e+007,-1.38676e-009,-1.22302e-008
-1.2e+006,-1.032e+007,-1.45077e-009,-1.25066e-008
-1.2e+006,-1.008e+007,-1.51926e-009,-1.27956e-008
-1.2e+006,-9.84e+006,-1.59265e-009,-1.3098e-008
-1.2e+006,-9.6e+006,-1.67141e-009,-1.34148e-008
-1.2e+006,-9.36e+006,-1.75606e-009,-1.37469e-008
-1.2e+006,-9.12e+006,-1.84719e-009,-1.40956e-008
-1.2e+006,-8.88e+006,-1.94544e-009,-1.44621e-008
-1.2e+006,-8.64e+006,-2.05154e-009,-1.48477e-008
-1.2e+006,-8.4e+006,-2.16632e-009,-1.52539e-008
-1.2e+006,-8.16e+006,-2.29066e-009,-1.56825e-008
-1.2e+006,-7.92e+006,-2.42556e-009,-1.61353e-008
-1.2e+006,-7.68e+006,-2.57208e-009,-1.66144e-008
-1.2e+006,-7.44e+006,-2.73133e-009,-1.71223e-008
-1.2e+006,-7.2e+006,-2.90432e-009,-1.76618e-008
-1.2e+006,-6.96e+006,-3.09174e-009,-1.82363e-008
-1.2e+006,-6.72e+006,-3.29332e-009,-1.88501e-008
-1.2e+006,-6.48e+006,-3.50659e-009,-1.95094e-008
-1.2e+006,-6.24e+006,-3.72418e-009,-2.0223e-008
-1.2e+006,-6e+006,-3.92941e-009,-2.10038e-008
-1.2e+006,-5.76e+006,-4.09515e-009,-2.09707e-008
-1.2e+006,-5.52e+006,-4.20272e-009,-2.00985e-008
-1.2e+006,-5.28e+006,-4.2621e-009,-1.92373e-008
-1.2e+006,-5.04e+006,-4.29405e-009,-1.8372e-008
-1.2e+006,-4.8e+006,-4.31211e-009,-1.75019e-008
-1.2e+006,-4.56e+006,-4.32306e-009,-1.66284e-008
-1.2e+006,-4.32e+006,-4.3303e-009,-1.57527e-008
-1.2e+006,-4.08e+006,-4.33558e-009,-1.48758e-008
-1.2e+006,-3.84e+006,-4.33981e-009,-1.39983e-008
-1.2e+006,-3.6e+006,-4.34346e-009,-1.31208e-008
-1.2e+006,-3.36e+006,-4.34675e-009,-1.22434e-008
-1.2e+006,-3.12e+006,-4.34978e-009,-1.13664e-008
-1.2e+006,-2.88e+006,-4.3526e-009,-1.04899e-008
-1.2e+006,-2.64e+006,-4.35521e-009,-9.61385e-009
-1.2e+006,-2.4e+006,-4.35761e-009,-8.73827e-009
-1.2e+006,-2.16e+006,-4.35979e-009,-7.86313e-009
-1.2e+006,-1.92e+006,-4.36175e-009,-6.9884e-009
-1.2e+006,-1.68e+006,-4.36348e-009,-6.11404e-009
-1.2e+006,-1.44e+006,-4.36498e-009,-5.24001e-009
-1.2e+006,-1.2e+006,-4.36625e-009,-4.36625e-009
-1.2e+006,-960000,-4.36729e-009,-3.49272e-009
-1.2e+006,-720000,-4.3681e-009,-2.61938e-009
-1.2e+006,-480000,-4.36868e-009,-1.74618e-009
-1.2e+006,-240000,-4.36902e-009,-8.73065e-010
-1.2e+006,0,-4.36914e-009,-1.74312e-025
-1.2e+006,240000,-4.36902e-009,8.73065e-010
-1.2e+006,480000,-4.36868e-009,1.74618e-009
-1.2e+006,720000,-4.3681e-009,2.61938e-009
-1.2e+006,960000,-4.36729e-009,3.49272e-009
-1.2e+006,1.2e+006,-4.36625e-009,4.36625e-009
-1.2e+006,1.44e+006,-4.36498e-009,5.24001e-009
-1.2e+006,1.68e+006,-4.36348e-009,6.11404e-009
-1.2e+006,1.92e+006,-4.36175e-009,6.9884e-009
-1.2e+006,2.16e+006,-4.35979e-009,7.86313e-009
-1.2e+006,2.4e+006,-4.35761e-009,8.73827e-009
-1.2e+006,2.64e+006,-4.35521e-009,9.61385e-009
-1.2e+006,2.88e+006,-4.3526e-009,1.04899e-008
-1.2e+006,3.12e+006,-4.34978e-009,1.13664e-008
-1.2e+006,3.36e+006,-4.34675e-009,1.22434e-008
-1.2e+006,3.6e+006,-4.34346e-009,1.31208e-008
-1.2e+006,3.84e+006,-4.33981e-009,1.39983e-008
-1.2e+006,4.08e+006,-4.33558e-009,1.48758e-008
-1.2e+006,4.32e+006,-4.3303e-009,1.57527e-008
-1.2e+006,4.56e+006,-4.32306e-009,1.66284e-008
-1.2e+006,4.8e+006,-4.31211e-009,1.75019e-008
-1.2e+006,5.04e+006,-4.29405e-009,1.8372e-008
-1.2e+006,5.28e+006,-4.2621e-009,1.92373e-008
-1.2e+006,5.52e+006,-4.20272e-009,2.00985e-008
-1.2e+006,5.76e+006,-4.09515e-009,2.09707e-008
-1.2e+006,6e+006,-3.92941e-009,2.10038e-008
-1.2e+006,6.24e+006,-3.72418e-009,2.0223e-008
-1.2e+006,6.48e+006,-3.50659e-009,1.95094e-008
-1.2e+006,6.72e+006,-3.29332e-009,1.88501e-008
-1.2e+006,6.96e+006,-3.09174e-009,1.82363e-008
-1.2e+006,7.2e+006,-2.90432e-009,1.76618e-008
-1.2e+006,7.44e+006,-2.73133e-009,1.71223e-008
-1.2e+006,7.68e+006,-2.57208e-009,1.66144e-008
-1.2e+006,7.92e+006,-2.42556e-009,1.61353e-008
-1.2e+006,8.16e+006,-2.29066e-009,1.56825e-008
-1.2e+006,8.4e+006,-2.16632e-009,1.52539e-008
-1.2e+006,8.64e+006,-2.05154e-009,1.48477e-008
-1.2e+006,8.88e+006,-1.94544e-009,1.44621e-008
-1.2e+006,9.12e+006,-1.84719e-009,1.40956e-008
-1.2e+006,9.36e+006,-1.75606e-009,1.37469e-008
-1.2e+006,9.6e+006,-1.67141e-009,1.34148e-008
-1.2e+006,9.84e+006,-1.59265e-009,1.3098e-008
-1.2e+006,1.008e+007,-1.51926e-009,1.27956e-008
-1.2e+006,1.032e+007,-1.45077e-009,1.25066e-008
-1.2e+006,1.056e+007,-1.38676e-009,1.22302e-008
-1.2e+006,1.08e+007,-1.32686e-009,1.19655e-008
-1.2e+006,1.104e+007,-1.27072e-009,1.17119e-008
-1.2e+006,1.128e+007,-1.21804e-009,1.14687e-008
-1.2e+006,1.152e+007,-1.16855e-009,1.12353e-008
-1.2e+006,1.176e+007,-1.12199e-009,1.1011e-008
-960000,-1.2e+007,-8.65566e-010,-1.08339e-008
-960000,-1.176e+007,-9.00896e-010,-1.10518e-008
-960000,-1.152e+007,-9.3842e-010,-1.12786e-008
-960000,-1.128e+007,-9.78321e-010,-1.15148e-008
-960000,-1.104e+007,-1.0208e-009,-1.1761e-008
-960000,-1.08e+007,-1.06609e-009,-1.20179e-008
-960000,-1.056e+007,-1.11443e-009,-1.22861e-008
-960000,-1.032e+007,-1.1661e-009,-1.25664e-008
-960000,-1.008e+007,-1.22141e-009,-1.28596e-008
-960000,-9.84e+006,-1.2807e-009,-1.31667e-008
-960000,-9.6e+006,-1.34435e-009,-1.34886e-008
-960000,-9.36e+006,-1.41278e-009,-1.38264e-008
